6106415  r_01_ 20  0.03217 0.00064 0.00065
6106415  r_10_ 20  0.03101 0.00066 0.00071
6106415  r_01_ 21  0.03050 0.00073 0.00083
6106415  r_10_ 21  0.03024 0.00090 0.00085
6106415  r_01_ 22  0.02949 0.00096 0.00098
6106415  r_10_ 22  0.02804 0.00114 0.00111
6106415  r_01_ 23  0.02650 0.00141 0.00136
6106415  r_10_ 23  0.02651 0.00149 0.00149
6106415  r_01_ 24  0.02613 0.00179 0.00173
6106415  r_10_ 24  0.02458 0.00228 0.00255
6106415  r_01_ 25  0.02334 0.00328 0.00367
6106415  r_10_ 25  0.02070 0.00456 0.00494
6106415  r_01_ 26  0.01435 0.00589 0.00637
6106415  r_10_ 26  0.00980 0.00634 0.00657
6116048  r_02_ 14  0.08036 0.00501 0.00549
6116048  r_02_ 15  0.07432 0.00424 0.00373
6116048  r_02_ 16  0.07131 0.00187 0.00182
6116048  r_02_ 17  0.06552 0.00156 0.00165
6116048  r_02_ 18  0.06325 0.00126 0.00125
6116048  r_02_ 19  0.06284 0.00129 0.00119
6116048  r_02_ 20  0.05972 0.00141 0.00124
6116048  r_02_ 21  0.05409 0.00151 0.00154
6116048  r_02_ 22  0.05806 0.00260 0.00265
6116048  r_02_ 23  0.05279 0.00396 0.00404
6116048  r_02_ 24  0.05766 0.00477 0.00424
6116048  r_02_ 25  0.05198 0.00991 0.01195
6116048  r_02_ 26  0.04253 0.01527 0.01420
6116048  r_02_ 27  0.08132 0.01321 0.01571
6116048  r_10_ 13  0.04860 0.00193 0.00213
6116048  r_01_ 14  0.04950 0.00151 0.00166
6116048  r_10_ 14  0.05111 0.00134 0.00156
6116048  r_01_ 15  0.05121 0.00124 0.00125
6116048  r_10_ 15  0.04908 0.00107 0.00113
6116048  r_01_ 16  0.04628 0.00088 0.00085
6116048  r_10_ 16  0.04511 0.00087 0.00074
6116048  r_01_ 17  0.04343 0.00072 0.00074
6116048  r_10_ 17  0.04183 0.00078 0.00070
6116048  r_01_ 18  0.04008 0.00087 0.00067
6116048  r_10_ 18  0.03958 0.00078 0.00072
6116048  r_01_ 19  0.03963 0.00064 0.00068
6116048  r_10_ 19  0.03842 0.00066 0.00063
6116048  r_01_ 20  0.03628 0.00069 0.00073
6116048  r_10_ 20  0.03454 0.00076 0.00083
6116048  r_01_ 21  0.03292 0.00092 0.00085
6116048  r_10_ 21  0.03176 0.00099 0.00109
6116048  r_01_ 22  0.03047 0.00131 0.00136
6116048  r_10_ 22  0.02970 0.00166 0.00171
6116048  r_01_ 23  0.03066 0.00227 0.00204
6116048  r_10_ 23  0.03350 0.00239 0.00246
6116048  r_01_ 24  0.03363 0.00301 0.00332
6116048  r_10_ 24  0.02662 0.00386 0.00399
6116048  r_01_ 25  0.01777 0.00484 0.00562
