3656476  19 0 1905.62067 0.06523 0.06353 4.68849 0.23607 0.12593  0.67656 0.12818 0.17604 > 6.
3656476  18 3 1941.56981 0.63855 0.52191                                                    2.78
3656476  19 1 1947.50798 0.04318 0.04873                                                  > 6.
3656476  19 2 1994.29909 0.07433 0.06721                                                  > 6.
3656476  20 0 1998.77335 0.06038 0.05997 4.64143 0.14117 0.20711  0.87625 0.09402 0.11157 > 6.
3656476  19 3 2034.86661 0.33480 0.34538                                                  > 6.
3656476  20 1 2040.89915 0.06300 0.06938                                                  > 6.
3656476  20 2 2087.77766 0.12305 0.12216                                                  > 6.
3656476  21 0 2091.71588 0.09054 0.09346 3.95772 0.10261 0.17390  1.39979 0.13197 0.13244 > 6.
3656476  21 1 2134.38231 0.09350 0.09368                                                  > 6.
3656476  21 2 2181.79634 0.24346 0.31661                                                  > 6.
3656476  22 0 2185.32175 0.21271 0.20056 2.97021 0.15803 0.12548  2.32994 0.37267 0.23955 > 6.
3656476  22 1 2228.57143 0.20469 0.21057                                                  > 6.
3656476  22 2 2276.32479 1.02045 1.27825                                                    0.64
3656476  23 0 2279.64552 0.53988 0.53043 2.19981 0.17281 0.09876  3.86397 0.58406 0.88721 > 6.
3656476  23 1 2321.75830 0.39517 0.44715                                                  > 6.
3656476  23 2 2369.96542 1.39324 1.83500                                                  > 6.
3656476  24 0 2372.46488 0.53336 0.52434 2.10866 0.13742 0.09347  4.21222 0.63576 0.61689 > 6.
3656476  24 1 2421.07705 0.66719 0.60493                                                  > 6.
3735871  14 1 1949.28697 0.36668 0.57055                                                    2.2
3735871  15 1 2072.94247 0.60950 0.53352                                                    2.2
3735871  16 1 2194.35766 0.45592 0.43746                                                  > 6.
3735871  16 2 2247.24850 0.85579 0.71714                                                    0.15
3735871  17 0 2258.74024 0.33623 0.34467 1.41787 0.08043 0.10599  1.71542 0.35869 0.61156 > 6.
3735871  17 1 2315.64532 0.33530 0.37976                                                  > 6.
3735871  17 2 2368.30551 0.64956 0.62624                                                    1.13
3735871  18 0 2380.18337 0.28019 0.26380 1.67148 0.13803 0.11585  2.29182 0.64298 0.61404 > 6.
3735871  18 1 2436.35796 0.22995 0.24334                                                  > 6.
3735871  18 2 2490.15048 0.49421 0.44470                                                    2.49
